1994-95,Leicester,2,Coventry,2
1994-95,Chelsea,4,Leicester,0
1994-95,Liverpool,3,Aston Villa,2
1994-95,Man City,3,Nott'm Forest,3
1994-95,Norwich,2,Leeds,1
1994-95,Sheffield Weds,1,Man United,0
1994-95,Southampton,2,Everton,0
1994-95,Tottenham,1,QPR,1
1994-95,West Ham,1,Crystal Palace,0
1994-95,Wimbledon,1,Arsenal,3
1994-95,Newcastle,1,Blackburn,1
1994-95,Coventry,2,Ipswich,0
1994-95,Arsenal,3,Chelsea,1
1994-95,Aston Villa,1,Norwich,1
1994-95,Blackburn,3,Liverpool,2
1994-95,Crystal Palace,0,Newcastle,1
1994-95,Everton,0,Coventry,2
1994-95,Leeds,1,Tottenham,1
1994-95,Leicester,4,Southampton,3
1994-95,Man United,1,West Ham,0
1994-95,QPR,1,Man City,2
1994-95,Ipswich,1,Sheffield Weds,2
1994-95,Nott'm Forest,3,Wimbledon,1
1994-95,Aston Villa,0,Nott'm Forest,2
1994-95,Crystal Palace,1,Everton,0
1994-95,Liverpool,3,Wimbledon,0
1994-95,Man City,5,Tottenham,2
1994-95,Newcastle,2,Sheffield Weds,1
1994-95,Norwich,4,QPR,2
1994-95,West Ham,2,Southampton,0
1994-95,Arsenal,2,Coventry,1
1994-95,Blackburn,2,Man United,4
1994-95,Chelsea,2,Ipswich,0
1994-95,Leeds,2,Leicester,1
1994-95,Coventry,1,Man City,0
1994-95,Everton,1,Arsenal,1
1994-95,Ipswich,1,Liverpool,3
1994-95,Leicester,0,Crystal Palace,1
1994-95,Man United,2,Newcastle,0
1994-95,Nott'm Forest,0,Blackburn,2
1994-95,QPR,2,Aston Villa,0
1994-95,Sheffield Weds,1,Chelsea,1
1994-95,Southampton,1,Leeds,3
1994-95,Tottenham,3,West Ham,1
1994-95,Wimbledon,1,Norwich,0
1994-95,QPR,2,Liverpool,1
1994-95,Everton,1,West Ham,0
1994-95,Ipswich,2,Leeds,0
1994-95,Coventry,1,Crystal Palace,4
1994-95,Sheffield Weds,0,Blackburn,1
1994-95,Southampton,1,Norwich,1
1994-95,Blackburn,2,Tottenham,0
1994-95,Crystal Palace,3,Ipswich,0
1994-95,Leeds,3,Wimbledon,1
1994-95,Liverpool,1,Nott'm Forest,0
1994-95,Man City,3,Southampton,3
1994-95,Newcastle,2,QPR,1
1994-95,Norwich,0,Everton,0
1994-95,West Ham,1,Leicester,0
1994-95,Arsenal,0,Sheffield Weds,0
1994-95,Aston Villa,1,Man United,2
1994-95,Chelsea,2,Coventry,2
1994-95,Nott'm Forest,0,Newcastle,0
1994-95,Liverpool,3,Chelsea,1
1994-95,Wimbledon,4,Aston Villa,3
1994-95,Man United,5,Man City,0
1994-95,Coventry,1,Norwich,0
1994-95,Ipswich,1,Blackburn,3
1994-95,Man United,3,Crystal Palace,0
1994-95,Nott'm Forest,0,Chelsea,1
1994-95,QPR,3,Leeds,2
1994-95,Sheffield Weds,1,West Ham,0
1994-95,Southampton,1,Arsenal,0
1994-95,Tottenham,3,Aston Villa,4
1994-95,Wimbledon,3,Newcastle,2
1994-95,Leicester,0,Man City,1
1994-95,Everton,2,Liverpool,0
1994-95,Leicester,2,Arsenal,1
1994-95,Tottenham,0,Chelsea,0
1994-95,Arsenal,0,Man United,0
1994-95,Blackburn,4,QPR,0
1994-95,Chelsea,0,Everton,1
1994-95,Crystal Palace,0,Southampton,0
1994-95,Leeds,1,Nott'm Forest,0
1994-95,Liverpool,1,Tottenham,1
1994-95,Man City,2,Wimbledon,0
1994-95,Newcastle,1,Ipswich,1
1994-95,Norwich,2,Leicester,1
